Tx_ma,RX_ma,SRC_ma,DST_ma,0,RSSI,TX_rate,Time_sniff
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-30,24.0,2019-06-11 13:48:46.343457
18:64:72:e0:8b:62,01:00:5e:00:00:fb,58:cb:52:21:68:af,01:00:5e:00:00:fb,151,-50,6.0,2019-06-11 13:48:46.460518
94:b4:0f:e1:b7:c0,d4:c9:4b:d3:4b:ab,94:b4:0f:e1:b7:c0,d4:c9:4b:d3:4b:ab,217,-63,6.0,2019-06-11 13:48:46.892710
e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,235,-61,1.0,2019-06-11 13:48:46.894586
94:b4:0f:e1:b7:c1,d4:c9:4b:d3:4b:ab,94:b4:0f:e1:b7:c1,d4:c9:4b:d3:4b:ab,196,-59,6.0,2019-06-11 13:48:46.894835
94:b4:0f:e1:b7:c2,d4:c9:4b:d3:4b:ab,94:b4:0f:e1:b7:c2,d4:c9:4b:d3:4b:ab,197,-61,6.0,2019-06-11 13:48:46.895233
e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,235,-51,1.0,2019-06-11 13:48:46.902887
e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,235,-52,1.0,2019-06-11 13:48:46.912878
18:64:72:e0:8b:60,d4:c9:4b:d3:4b:ab,18:64:72:e0:8b:60,d4:c9:4b:d3:4b:ab,217,-51,6.0,2019-06-11 13:48:46.913404
18:64:72:e0:8b:61,d4:c9:4b:d3:4b:ab,18:64:72:e0:8b:61,d4:c9:4b:d3:4b:ab,197,-51,6.0,2019-06-11 13:48:46.913687
18:64:72:e0:8b:62,d4:c9:4b:d3:4b:ab,18:64:72:e0:8b:62,d4:c9:4b:d3:4b:ab,196,-51,6.0,2019-06-11 13:48:46.914115
e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,235,-51,1.0,2019-06-11 13:48:46.923615
e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,e4:95:6e:40:83:ba,d4:c9:4b:d3:4b:ab,235,-51,1.0,2019-06-11 13:48:46.932973
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-29,24.0,2019-06-11 13:48:47.205535
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,204,-27,65.0,2019-06-11 13:48:47.205591
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,204,-24,65.0,2019-06-11 13:48:47.206141
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,111,-58,39.0,2019-06-11 13:48:47.206237
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,111,-27,65.0,2019-06-11 13:48:47.207125
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,135,-55,39.0,2019-06-11 13:48:47.208032
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,188,-54,39.0,2019-06-11 13:48:47.208126
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,135,-26,65.0,2019-06-11 13:48:47.210001
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,155,-27,65.0,2019-06-11 13:48:47.283471
e4:95:6e:40:83:ba,33:33:00:00:00:fb,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,150,-51,1.0,2019-06-11 13:48:47.284845
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-27,65.0,2019-06-11 13:48:47.312083
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,135,-54,39.0,2019-06-11 13:48:47.314190
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-58,6.0,2019-06-11 13:48:47.452503
94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,00:00:0c:07:ac:01,e0:33:8e:66:49:55,129,-64,130.0,2019-06-11 13:48:47.452517
18:64:72:e0:8b:62,01:00:5e:00:00:fb,58:cb:52:21:68:af,01:00:5e:00:00:fb,151,-51,6.0,2019-06-11 13:48:47.460274
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-59,6.0,2019-06-11 13:48:47.468969
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-34,24.0,2019-06-11 13:48:47.521606
94:b4:0f:e1:b7:c0,90:32:4b:16:e4:32,94:b4:0f:e1:b7:c0,90:32:4b:16:e4:32,217,-59,6.0,2019-06-11 13:48:47.736596
94:b4:0f:e1:b7:c1,90:32:4b:16:e4:32,94:b4:0f:e1:b7:c1,90:32:4b:16:e4:32,196,-61,6.0,2019-06-11 13:48:47.739465
94:b4:0f:e1:b7:c2,90:32:4b:16:e4:32,94:b4:0f:e1:b7:c2,90:32:4b:16:e4:32,197,-60,6.0,2019-06-11 13:48:47.739479
18:64:72:e0:8b:60,90:32:4b:16:e4:32,18:64:72:e0:8b:60,90:32:4b:16:e4:32,217,-51,6.0,2019-06-11 13:48:47.740726
18:64:72:e0:8b:61,90:32:4b:16:e4:32,18:64:72:e0:8b:61,90:32:4b:16:e4:32,197,-51,6.0,2019-06-11 13:48:47.740996
18:64:72:e0:8b:62,90:32:4b:16:e4:32,18:64:72:e0:8b:62,90:32:4b:16:e4:32,196,-50,6.0,2019-06-11 13:48:47.741323
94:b4:0f:e1:b7:c0,90:32:4b:16:e4:32,94:b4:0f:e1:b7:c0,90:32:4b:16:e4:32,217,-59,6.0,2019-06-11 13:48:47.746847
e4:95:6e:40:83:ba,90:32:4b:16:e4:32,e4:95:6e:40:83:ba,90:32:4b:16:e4:32,235,-52,1.0,2019-06-11 13:48:47.748932
18:64:72:e0:8b:60,90:32:4b:16:e4:32,18:64:72:e0:8b:60,90:32:4b:16:e4:32,217,-51,6.0,2019-06-11 13:48:47.749428
18:64:72:e0:8b:61,90:32:4b:16:e4:32,18:64:72:e0:8b:61,90:32:4b:16:e4:32,197,-51,6.0,2019-06-11 13:48:47.749705
94:b4:0f:e1:b7:c1,90:32:4b:16:e4:32,94:b4:0f:e1:b7:c1,90:32:4b:16:e4:32,196,-59,6.0,2019-06-11 13:48:47.750102
94:b4:0f:e1:b7:c2,90:32:4b:16:e4:32,94:b4:0f:e1:b7:c2,90:32:4b:16:e4:32,197,-63,6.0,2019-06-11 13:48:47.750375
18:64:72:e0:8b:62,90:32:4b:16:e4:32,18:64:72:e0:8b:62,90:32:4b:16:e4:32,196,-51,6.0,2019-06-11 13:48:47.750818
18:64:72:e0:8b:61,90:32:4b:16:e4:32,18:64:72:e0:8b:61,90:32:4b:16:e4:32,197,-51,6.0,2019-06-11 13:48:47.758905
94:b4:0f:e1:b7:c2,90:32:4b:16:e4:32,94:b4:0f:e1:b7:c2,90:32:4b:16:e4:32,197,-63,6.0,2019-06-11 13:48:47.759535
18:64:72:e0:8b:62,90:32:4b:16:e4:32,18:64:72:e0:8b:62,90:32:4b:16:e4:32,196,-51,6.0,2019-06-11 13:48:47.759890
94:b4:0f:e1:b7:c1,90:32:4b:16:e4:32,94:b4:0f:e1:b7:c1,90:32:4b:16:e4:32,196,-56,6.0,2019-06-11 13:48:47.769177
18:64:72:e0:8b:61,90:32:4b:16:e4:32,18:64:72:e0:8b:61,90:32:4b:16:e4:32,197,-51,6.0,2019-06-11 13:48:47.769378
18:64:72:e0:8b:62,90:32:4b:16:e4:32,18:64:72:e0:8b:62,90:32:4b:16:e4:32,196,-51,6.0,2019-06-11 13:48:47.769679
94:b4:0f:e1:b7:c2,90:32:4b:16:e4:32,94:b4:0f:e1:b7:c2,90:32:4b:16:e4:32,197,-59,6.0,2019-06-11 13:48:47.770029
18:64:72:e0:8b:60,80:2b:f9:21:83:bf,18:64:72:e0:8b:60,80:2b:f9:21:83:bf,217,-50,6.0,2019-06-11 13:48:47.984014
e4:95:6e:40:83:ba,80:2b:f9:21:83:bf,e4:95:6e:40:83:ba,80:2b:f9:21:83:bf,235,-51,1.0,2019-06-11 13:48:47.986007
94:b4:0f:e1:b7:c1,80:2b:f9:21:83:bf,94:b4:0f:e1:b7:c1,80:2b:f9:21:83:bf,196,-60,6.0,2019-06-11 13:48:47.986377
18:64:72:e0:8b:62,80:2b:f9:21:83:bf,18:64:72:e0:8b:62,80:2b:f9:21:83:bf,196,-51,6.0,2019-06-11 13:48:47.987135
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,167,-40,39.0,2019-06-11 13:48:47.988055
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,63,-38,1.0,2019-06-11 13:48:47.991852
a0:04:60:3d:ff:aa,80:2b:f9:21:83:bf,a0:04:60:3d:ff:aa,80:2b:f9:21:83:bf,385,-77,1.0,2019-06-11 13:48:48.310161
94:b4:0f:e1:a8:e0,80:2b:f9:21:83:bf,94:b4:0f:e1:a8:e0,80:2b:f9:21:83:bf,217,-59,6.0,2019-06-11 13:48:48.624787
94:b4:0f:e1:a8:e2,80:2b:f9:21:83:bf,94:b4:0f:e1:a8:e2,80:2b:f9:21:83:bf,197,-59,6.0,2019-06-11 13:48:48.625274
94:b4:0f:b0:d0:e2,80:2b:f9:21:83:bf,94:b4:0f:b0:d0:e2,80:2b:f9:21:83:bf,197,-62,6.0,2019-06-11 13:48:48.625565
94:b4:0f:b0:d0:e0,90:61:ae:f9:e6:6f,94:b4:0f:b0:d0:e0,90:61:ae:f9:e6:6f,217,-62,6.0,2019-06-11 13:48:48.648717
94:b4:0f:b0:d0:e1,90:61:ae:f9:e6:6f,94:b4:0f:b0:d0:e1,90:61:ae:f9:e6:6f,196,-62,6.0,2019-06-11 13:48:48.648728
94:b4:0f:b0:d0:e2,90:61:ae:f9:e6:6f,94:b4:0f:b0:d0:e2,90:61:ae:f9:e6:6f,197,-62,6.0,2019-06-11 13:48:48.649134
94:b4:0f:e1:a8:e0,90:61:ae:f9:e6:6f,94:b4:0f:e1:a8:e0,90:61:ae:f9:e6:6f,217,-59,6.0,2019-06-11 13:48:48.649420
94:b4:0f:e1:a8:e1,90:61:ae:f9:e6:6f,94:b4:0f:e1:a8:e1,90:61:ae:f9:e6:6f,196,-59,6.0,2019-06-11 13:48:48.649728
94:b4:0f:e1:a8:e2,90:61:ae:f9:e6:6f,94:b4:0f:e1:a8:e2,90:61:ae:f9:e6:6f,197,-60,6.0,2019-06-11 13:48:48.650027
94:b4:0f:e1:a8:f0,80:2b:f9:21:83:bf,94:b4:0f:e1:a8:f0,80:2b:f9:21:83:bf,249,-58,6.0,2019-06-11 13:48:48.878866
94:b4:0f:e1:a8:f1,80:2b:f9:21:83:bf,94:b4:0f:e1:a8:f1,80:2b:f9:21:83:bf,228,-58,6.0,2019-06-11 13:48:48.879172
94:b4:0f:e1:a8:f2,80:2b:f9:21:83:bf,94:b4:0f:e1:a8:f2,80:2b:f9:21:83:bf,229,-58,6.0,2019-06-11 13:48:48.879671
94:b4:0f:e1:b7:d0,80:2b:f9:21:83:bf,94:b4:0f:e1:b7:d0,80:2b:f9:21:83:bf,249,-60,6.0,2019-06-11 13:48:49.006748
50:c7:bf:0c:97:df,80:2b:f9:21:83:bf,50:c7:bf:0c:97:df,80:2b:f9:21:83:bf,408,-29,6.0,2019-06-11 13:48:49.007377
94:b4:0f:e1:b7:d1,80:2b:f9:21:83:bf,94:b4:0f:e1:b7:d1,80:2b:f9:21:83:bf,228,-62,6.0,2019-06-11 13:48:49.007684
94:b4:0f:e1:b7:d2,80:2b:f9:21:83:bf,94:b4:0f:e1:b7:d2,80:2b:f9:21:83:bf,229,-60,6.0,2019-06-11 13:48:49.008088
94:b4:0f:b0:d0:f0,80:2b:f9:21:83:bf,94:b4:0f:b0:d0:f0,80:2b:f9:21:83:bf,249,-62,6.0,2019-06-11 13:48:50.751222
94:b4:0f:b0:d0:f1,80:2b:f9:21:83:bf,94:b4:0f:b0:d0:f1,80:2b:f9:21:83:bf,228,-62,6.0,2019-06-11 13:48:50.751528
94:b4:0f:b0:d0:f2,80:2b:f9:21:83:bf,94:b4:0f:b0:d0:f2,80:2b:f9:21:83:bf,229,-59,6.0,2019-06-11 13:48:50.752043
18:64:72:e0:8b:60,d8:9c:67:b9:1b:47,18:64:72:e0:8b:60,d8:9c:67:b9:1b:47,217,-51,6.0,2019-06-11 13:48:51.085713
18:64:72:e0:8b:61,d8:9c:67:b9:1b:47,18:64:72:e0:8b:61,d8:9c:67:b9:1b:47,197,-50,6.0,2019-06-11 13:48:51.085990
18:64:72:e0:8b:62,d8:9c:67:b9:1b:47,18:64:72:e0:8b:62,d8:9c:67:b9:1b:47,196,-50,6.0,2019-06-11 13:48:51.086289
94:b4:0f:e1:b7:c2,d8:9c:67:b9:1b:47,94:b4:0f:e1:b7:c2,d8:9c:67:b9:1b:47,197,-59,6.0,2019-06-11 13:48:51.086694
e4:95:6e:40:83:ba,d8:9c:67:b9:1b:47,e4:95:6e:40:83:ba,d8:9c:67:b9:1b:47,235,-51,1.0,2019-06-11 13:48:51.088844
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,142,-33,65.0,2019-06-11 13:48:51.139440
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-33,24.0,2019-06-11 13:48:51.139627
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,147,-32,65.0,2019-06-11 13:48:51.145589
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-30,24.0,2019-06-11 13:48:51.209132
18:64:72:e0:8b:60,d8:9c:67:b9:1b:47,18:64:72:e0:8b:60,d8:9c:67:b9:1b:47,217,-51,6.0,2019-06-11 13:48:51.294129
18:64:72:e0:8b:62,d8:9c:67:b9:1b:47,18:64:72:e0:8b:62,d8:9c:67:b9:1b:47,196,-51,6.0,2019-06-11 13:48:51.297399
94:b4:0f:e1:b7:c1,9c:b6:d0:d0:cc:b3,94:b4:0f:e1:b7:c1,9c:b6:d0:d0:cc:b3,196,-61,6.0,2019-06-11 13:48:51.388548
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-32,24.0,2019-06-11 13:48:51.405249
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,135,-53,39.0,2019-06-11 13:48:51.406008
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-32,65.0,2019-06-11 13:48:51.408549
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,404,0,65.0,2019-06-11 13:48:51.408560
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,492,0,65.0,2019-06-11 13:48:51.408563
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,147,-30,65.0,2019-06-11 13:48:51.410491
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,143,-52,39.0,2019-06-11 13:48:51.463876
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,135,-28,65.0,2019-06-11 13:48:51.466049
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,652,0,65.0,2019-06-11 13:48:51.466062
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,135,-52,39.0,2019-06-11 13:48:51.519169
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1533,-53,39.0,2019-06-11 13:48:51.520422
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,305,-53,39.0,2019-06-11 13:48:51.520435
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,135,-30,65.0,2019-06-11 13:48:51.521931
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,453,-33,65.0,2019-06-11 13:48:51.534819
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,123,-52,39.0,2019-06-11 13:48:51.559019
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,123,-52,39.0,2019-06-11 13:48:51.559152
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,243,-53,39.0,2019-06-11 13:48:51.559438
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-33,65.0,2019-06-11 13:48:51.561232
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,186,-53,39.0,2019-06-11 13:48:51.596103
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,135,-28,65.0,2019-06-11 13:48:51.598290
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,590,-33,65.0,2019-06-11 13:48:51.598932
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,123,-42,39.0,2019-06-11 13:48:51.751313
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,121,-42,39.0,2019-06-11 13:48:51.778780
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,325,-42,39.0,2019-06-11 13:48:51.786373
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,347,-43,52.0,2019-06-11 13:48:51.872938
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,143,-57,39.0,2019-06-11 13:48:51.897746
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-28,24.0,2019-06-11 13:48:51.899495
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,288,-43,52.0,2019-06-11 13:48:51.904285
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,781,-43,52.0,2019-06-11 13:48:51.905963
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:48:51.961864
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,288,-43,58.5,2019-06-11 13:48:51.976211
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,518,-43,58.5,2019-06-11 13:48:51.978034
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-30,24.0,2019-06-11 13:48:52.019608
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,571,-57,39.0,2019-06-11 13:48:52.020325
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,135,-24,39.0,2019-06-11 13:48:52.022223
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,338,-43,58.5,2019-06-11 13:48:52.045114
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-27,24.0,2019-06-11 13:48:52.083282
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.094870
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.095887
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.096344
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.097003
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.097604
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.098100
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.099291
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.099419
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.101549
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.101848
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.123092
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-42,58.5,2019-06-11 13:48:52.123861
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.125302
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.125623
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.126248
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.127314
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.127764
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.128283
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,58.5,2019-06-11 13:48:52.129362
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,703,-43,58.5,2019-06-11 13:48:52.129614
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:48:52.149547
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-55,39.0,2019-06-11 13:48:52.152537
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-55,39.0,2019-06-11 13:48:52.157211
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,786,-43,58.5,2019-06-11 13:48:52.162065
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1049,-42,58.5,2019-06-11 13:48:52.213761
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,121,-26,65.0,2019-06-11 13:48:52.225400
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,280,0,65.0,2019-06-11 13:48:52.225413
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,280,-26,65.0,2019-06-11 13:48:52.225415
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-29,24.0,2019-06-11 13:48:52.225418
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,280,-24,65.0,2019-06-11 13:48:52.225849
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,280,-24,39.0,2019-06-11 13:48:52.225977
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,410,-24,65.0,2019-06-11 13:48:52.239115
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-26,65.0,2019-06-11 13:48:52.250065
